fxrkzvpkb3tdvlxxchbfsixbmmmctknxh1,361,3,1,31
pbzdkmkxczkgh5xsixtwo6kfgqsgx,5626,5,6,56
6eighttwodsfppgxrzx9threeseven,682937,6,7,67
zzkbhltv7ngthreetwofivegdzrmllnxp,7325,7,5,75
sgfour67three2seven3,4673273,4,3,43
sqglnvlrn4sixmdnineeightthree,46983,4,3,43
1kbkmkdnc35eightxbbknllscr,1358,1,8,18
2bzrg,2,2,2,22
3onenine,319,3,9,39
threevkzrmdbnbsxrmzjtdhbeight12rncbzmq,3812,3,2,32
sxcrgkvbrtwo17six527five,21765275,2,5,25
9rbsbcjp239jvlfpn5jrr,92395,9,5,95
nine8vjcbjcxxprdcf4,984,9,4,94
nineeightsevenchjczgdvjvtqlkjsqvrzxxvlqlp65,98765,9,5,95
hdgqninefive9sevensix3gzb,959763,9,3,93
6fjv5,65,6,5,65
pmgdvcdp1fivetxkmjzone,151,1,1,11
eightsevenklxgcj8sixccqlnxzmbeight,87868,8,8,88
bkcdmscssixsixtwozbdzcpgpbsvf38,66238,6,8,68
ninefourrcmrfvszsqhpxcs89onecnzjvhrphs,94891,9,1,91
54plhhmnmkvonethree2ktzncds,54132,5,2,52
pkglbgdplgvlstpgpnsmlsixcpmfxfbfbtpsdxninenine4,6994,6,4,64
one6qhcqnkqc9hfrsqpxmcm7eight3,169783,1,3,13
threepdtshdskxgeightjtdpfbtlnph91,3891,3,1,31
fmpjgjqpgbpx8two8jzqchdglhtfiveeightpzktj,82858,8,8,88
njqhghlvm2,2,2,2,22
dj3,3,3,3,33
3j,3,3,3,33
eight9cgbcppzjbl1tgjhm,891,8,1,81
fvkhcvflpknqnh9ninetwoneqn,9921,9,1,91
threemfour3eighteight,34388,3,8,38
qjmtvcbvzzgxmmpdvrfv8,8,8,8,88
tlzqpfsix1fbhgdvhblvgk,61,6,1,61
eight451qvnhv4,84514,8,4,84
7mxcvmpkdvdsjqdd,7,7,7,77
6ninetwodmbjfour52,692452,6,2,62
jdq2sheight,28,2,8,28
seven2foursixvhlmsjld,7246,7,6,76
ndoneight361,18361,1,1,11
poneightfourfourdhlnmlnpvnsixone77,18446177,1,7,17
6gnxprrthree9,639,6,9,69
ktbhqxmvcbczfspfddnjjcz7,7,7,7,77
4nineqsk5two5ksljzqmnrrhftqvmvhfqvxtg,49525,4,5,45
cgllkmq1fivevlcxkmj4twohpclqj,1542,1,2,12
fivebdkfgmlzckstbmone58fourc1,515841,5,1,51
6sixninebkmlgpspthreesevenhfrhtfqnl85,6693785,6,5,65
27fivezqskxvqqp7,2757,2,7,27
7vklrcvmq2nldrglnlkmdjgzone,721,7,1,71
4fivemzjhhvmm,45,4,5,45
76fournineeightthreesix,7649836,7,6,76
threen45nctdxmgd,345,3,5,35
eightfivetwotjbsvvrfourseven4djjfftk9,8524749,8,9,89
lrxjcgdxhtprfpvn9eightsix,986,9,6,96
foursix7lbjqxb1lzsztxcrhx,4671,4,1,41
dlxftspksone9mfive,195,1,5,15
ninefiveeightone2,95812,9,2,92
nzbvf3ninexsixsix,3966,3,6,36
1eightjsqbvpcfsevenvdkhbxzfournine5pttjffj,187495,1,5,15
6kxdmlhtslf2rzmbrdrvvqmtceightwojj,6282,6,2,62
3fjxhq,3,3,3,33
j9,9,9,9,99
lj7onesevennine7threeeightvmgvtzcg,7179738,7,8,78
pmmrbq4,4,4,4,44
seven3fourq81l,73481,7,1,71
2four4gqdpczpg,244,2,4,24
6sevengzdxmfpflfivefivevgnhspxchsfive,67555,6,5,65
3c7gpgbnlfhlrthpmtsvpctjhzf5seven,3757,3,7,37
kgtczfjdeight8hpcmkz,88,8,8,88
one5xkhnfvjh92ninevxkzvkg6,159296,1,6,16
nzp2,2,2,2,22
eight226three5sevenhhxhqxns,8226357,8,7,87
9hgfj85zxvppflblvjlq,985,9,5,95
sixfour8hzlrbqjtjcgrxseight,6488,6,8,68
6tlxtwo4258kbdtx,624258,6,8,68
ninemhvrlcqvdthree5,935,9,5,95
8xfmjzp,8,8,8,88
nineldrbpxqmhffrjrcx11,911,9,1,91
mqvjnkjr6dx8,68,6,8,68
575cfbnine14,575914,5,4,54
threeqnxnfjmttwo7,327,3,7,37
pvmxfgvhrlqn4fivefivesevensix1znt,455761,4,1,41
sevenphcrjjhnfive63three,75633,7,3,73
sixxdjplseven8seven8qlxfvgktf,67878,6,8,68
hdgnr6sevenddzptcvprbhvnine,679,6,9,69
onebrhnsqbnzvmckmtmprjkbfvn6,16,1,6,16
hxqdjrmr94five9qnkl5,94595,9,5,95
g3fourfive6,3456,3,6,36
22eight6vsmtrxsix78,2286678,2,8,28
jrlrfsnine9,99,9,9,99
tqpkqdtknvfj2xgzrjpsvgphlbtthree,23,2,3,23
qvczktnrfvmgpznspqtsevensevenslmjdqfdld5rrcfour,7754,7,4,74
rmgeight36sxvxzgnine7bs,83697,8,7,87
sevenlt2fnqjtkvrj,72,7,2,72
seven9lhfzhmhdonelxvxfqdlxlscjbqgvnlbm7,7917,7,7,77
3183six4seven4two,318364742,3,2,32
bpl12mcdpzrzbph9fourninercpqzrn,12949,1,9,19
eightzltzdmcd4615nmone,846151,8,1,81
5bgzh8hrrtjhnine62,58962,5,2,52
ndnzpnptz6twokdvg563fiveqkszkccqc,625635,6,5,65
6npdfqtwo,62,6,2,62
onetwomcxkncm3mjsrknhktgdfbqjmone,1231,1,1,11
sixtpmdfmrjone6six,6166,6,6,66
7fourthreekqvbhfourfivenine,743459,7,9,79
98337,98337,9,7,97
pvkrzdzbdj9,9,9,9,99
8krztxtqkqksixr264,86264,8,4,84
5sppmxxkdonezfvbdcsix,516,5,6,56
dhvmctjcjfivec7pjmtnlqs,57,5,7,57
dgzl9sixggxstwoneprr,9621,9,1,91
gnbmxn1cjnq3three6rpsrqmtwo,13362,1,2,12
176seven17six,1767176,1,6,16
sbvfive3six,536,5,6,56
8seventhree64pcffive,873645,8,5,85
fourgvhbrsfjzsevenfivenineninesixznq2,4759962,4,2,42
nine426six8zk,942668,9,8,98
4sevenfpnmsqlhllrxrhjonesmgfhzmhvstwo3,47123,4,3,43
fivesixtwosevenlfbpczfv3six8,5627368,5,8,58
8fourltcpdnhg178fourglz,841784,8,4,84
rdfqcdrxdc6twotwo8fourthreeftrlzseven,6228437,6,7,67
97threefive7,97357,9,7,97
sevenoneoneszdxd77two,711772,7,2,72
g91q392four,913924,9,4,94
2twodb,22,2,2,22
jbtfkfourggc5zkc3nineninekv,45399,4,9,49
379eight,3798,3,8,38
hhxcbflcv6fiveszpch46,6546,6,6,66
threexfsfv3dpfourfiveone,33451,3,1,31
fivevd145one629,51451629,5,9,59
31vdzxxkxsmznrqjzpqj5onescbck,3151,3,1,31
9onejbnvrbmtgm,91,9,1,91
thrjvpckm4vglthree,43,4,3,43
zvhmxzsixfjddvjq1four8lktthree,61483,6,3,63
74seven84rslpcjtpfourcvvqlstmqn,747844,7,4,74
dfxdqr3eighthfhcldhgmjcpbxbzp,38,3,8,38
sevenbgs1seven9bjntphktdktzhrzpfcfs,7179,7,9,79
7kqkdzncd4sevensevenfourv8two,7477482,7,2,72
mjeightwolsk2sgnhgxstfourhbhthreeonenine3,82243193,8,3,83
4nts,4,4,4,44
nslvxzffoureightfour5eightczsptpg8,484588,4,8,48
bcckncblzdsixxrdprtsmbjdzxzlnzfbgmkfd2,62,6,2,62
8fourninesix4fourseven,8496447,8,7,87
twospxvtbcjfour3seven,2437,2,7,27
four2cqkxkbplbpb,42,4,2,42
54fourtwo2xd,54422,5,2,52
tljfive7bsxmonesixl,5716,5,6,56
8mxd8czpdrgxbtwoeightrqpghngcvt,8828,8,8,88
3sxrzljnzlr9threetknfcc5seven4,393574,3,4,34
eighteightfourtwo8fournine7,88428497,8,7,87
jjzxf153mdzhh,153,1,3,13
3three95one8vsmzkrlvhq,339518,3,8,38
ninefour4pzqzntwo2nine,944229,9,9,99
onefournine8gvp,1498,1,8,18
45vmbrpblzjxthhonesix8,45168,4,8,48
lmmrxm5,5,5,5,55
13mhm6zxmkhbcsixhz8,13668,1,8,18
mhsjcprhdh7ninemgrxnqzt7pdtxxvsix,7976,7,6,76
twothreesixqcjtzcxmd3ninezqrvnzlxt,23639,2,9,29
hreightwo51tb27fivesevenseven,825127577,8,7,87
fivebktq86nine5kd,58695,5,5,55
one6nglzxzkzrmfl12nine6,161296,1,6,16
2th9mms4six3,29463,2,3,23
msix5bqbtwosix,6526,6,6,66
four1hfrmxsix3five,41635,4,5,45
nrtjrkkfour6fivefour7fivertjnxbbzg,465475,4,5,45
jmjqmxrtjr23phttwo,232,2,2,22
79,79,7,9,79
6twones,621,6,1,61
sn6fivesixfourhhjhrfthree,65643,6,3,63
xdfxgzccsvonefivenmqleightfivel9nine,158599,1,9,19
78sevensix21,787621,7,1,71
rkmncslfr6hdhtlchnznineoneeight4,69184,6,4,64
seven1496,71496,7,6,76
8fivekhfrfjtwo3eight9six4,85238964,8,4,84
jnrtwoneslxrgkeight67fivetwolbhvfftqjhl,2186752,2,2,22
eight6eight4two,86842,8,2,82
dhcxc1,1,1,1,11
fivenpblbgfive6moneighttzj,55618,5,8,58
onef5nppkqcl6mnzhvsixjvcqpbtb,1566,1,6,16
7tjggz68four4six28,76844628,7,8,78
zfntm7,7,7,7,77
3sgbsbn2fivefour3,32543,3,3,33
8bmtcgtqcsmdktzmj3,83,8,3,83
617,617,6,7,67
7sjsshfgnpnjskhccdclrxmnl,7,7,7,77
trzeightwo1krbkxd9nslndznine,82199,8,9,89
ninelmbxldnb1qfqkhqkp,91,9,1,91
3pf8vlmgtfouronefx,3841,3,1,31
five7seven6,5776,5,6,56
zckdhnzrppb3kqsix,36,3,6,36
6fivebgf6fourktdsqdxfqd46,656446,6,6,66
four7nine5two4dkkdhvcfsf,479524,4,4,44
5vtqrhbn1lhxm7one,5171,5,1,51
three13fbtqxvmninegp,3139,3,9,39
fiveseven1czvlmlncthreerstssbjdoneightpm,571318,5,8,58
2lpdnfz3vghpszmtxnineeighthkfour,23984,2,4,24
455hdvfivervnine,45559,4,9,49
three64,364,3,4,34
six6threefivethreedbvvftm,66353,6,3,63
667sevenzjxmrmpxd8,66778,6,8,68
dsix62lrvqkfthree,6623,6,3,63
sixthreefour5cpgsjznfdbtk,6345,6,5,65
two4five4one,24541,2,1,21
1hxbnvq,1,1,1,11
sevenkrzfvkkrprxzcfgchscbstwo73,7273,7,3,73
nzhtgzzq448pftthpsneight,4488,4,8,48
3197,3197,3,7,37
one59fjdqjd9,1599,1,9,19
pvcphzxnvnhhngl5dsix6fourone,56641,5,1,51
5eightfourfivetbhh54eighthkbvcfrpc,5845548,5,8,58
threehvdqjdl45fourrqhqxs,3454,3,4,34
8twonine,829,8,9,89
8mmc6tmc99rkttglnnxk4,86994,8,4,84
pxnxckqbdhhvhbheightfivefivesix6two,855662,8,2,82
3four2pzx23vhmzhrfourthree,3422343,3,3,33
five1four97,51497,5,7,57
9eightpzznbpqgj,98,9,8,98
rrrgfxlb7vltwobjtdrghc,72,7,2,72
sgnd8ptgdfourbbcqsix,846,8,6,86
4chfmgsxnsd96,496,4,6,46
zthree3,33,3,3,33
zvvstf6twofivelftpmzkttwo3,62523,6,3,63
1nineoneightxqt,1918,1,8,18
2kzhkfoneeighteightqn,2188,2,8,28
287cfour,2874,2,4,24
lhmgblplseventhreenine9vcpnpvzhjronenhczffqt,73991,7,1,71
5xrjqdjtdqnvlnrkkr7,57,5,7,57
38dbdthfive,385,3,5,35
onethktvdnfqgfourlxpksevenseven22nine,1477229,1,9,19
mjmt18blbfiverjsxjsktkgz,185,1,5,15
8hlrjjbvsix92grtmthree4,869234,8,4,84
7threetxjztxseven,737,7,7,77
five5gfgfdjbkrpseven4,5574,5,4,54
8jdzlvrgtcf8eightzpgstwo,8882,8,2,82
bfpqdpfoursevennvgqt8,478,4,8,48
8one99,8199,8,9,89
kfvmblbtthjrrmktmjmeight4d3lnctfzsvgmjtmd,843,8,3,83
2eightgppxscjvdgrzjgc3,283,2,3,23
5twonineknzone,5291,5,1,51
onefourhb4,144,1,4,14
eightrxchxccxb7qqqqxzt,87,8,7,87
threeone14pvfive,31145,3,5,35
nineseven1sixknvkmfkk86,971686,9,6,96
onesmvscnf9ninezgfrps,199,1,9,19
ffhseven2,72,7,2,72
1sixrjseven8,1678,1,8,18
rvzthzdtwosix6kzzqssrgc9tl,2669,2,9,29
threeeight5svcrlrqtkmfpgqzhhs6,3856,3,6,36
eight3bt7dp,837,8,7,87
zqhncxh25eight1,2581,2,1,21
five3vmmmntnjtjrkbvpvphj6nine,5369,5,9,59
eight6fsdqseventxgjkbvrleightfive2pqx,867852,8,2,82
nkfbsdgrrfvsmfxx78onetwo,7812,7,2,72
bsix5eightwox,6582,6,2,62
fph3jzfmt9fiventnpvnxhjxplchjnvlxqkdbzv,395,3,5,35
kfxbjzcfpfk8chkrtvlrnine6,896,8,6,86
m7kfjz52eight4tworkpcqt,752842,7,2,72
vmlhvdpxds8two,82,8,2,82
fourfiveoneeight478,4518478,4,8,48
3eightonefive,3815,3,5,35
ninel5,95,9,5,95
lfqllfjcqztwofjnfnfx5,25,2,5,25
5tvqksfour,54,5,4,54
twogdg5fourmhninecrdcrheight4,254984,2,4,24
two5six2,2562,2,2,22
419vrvjln7,4197,4,7,47
pbpmljqjzxghp3tkdeight7,387,3,7,37
sevensixfiveqmvtfggbqjone72fn,765172,7,2,72
7four93cdgcpxpl86,749386,7,6,76
9oneeight6three,91863,9,3,93
threesixsixhzhpfive8ninetwothree,36658923,3,3,33
xlzddrthree2rmtwo6fivedhxsrrdcvpvgscnt,32265,3,5,35
qfncszfsdgzqctdtbpkseven1fourpcmz5,7145,7,5,75
7seven9fivefive,77955,7,5,75
82nine7ztqmftkssm34j,829734,8,4,84
twofoursv6,246,2,6,26
five2five51qrsrqrtmdk7,525517,5,7,57
four7fhhjxcjtbr,47,4,7,47
hnbdbkmjc72,72,7,2,72
sxclpbzmbd4fivezjjnncmqpv6ckxzb2,4562,4,2,42
98six4pkhfzkzj7,98647,9,7,97
611thqkzttfffivenine7seven7,61159777,6,7,67
8sevensmqzxxlgpxpjqstsgkmxdgplrplsjxjgsmjdzzgf,87,8,7,87
rggphsjncpxkfzfplcgrnfgmnd9,9,9,9,99
three9sgfhdn3rbvqds3threeseven,393337,3,7,37
nine9sixtthree94rs,996394,9,4,94
sixthreebvmxtcqng67one,63671,6,1,61
6ntrhzzkl8djptbnsixthreefourhnk,68634,6,4,64
3sixxsj5five,3655,3,5,35
1cghzppdcfnine,19,1,9,19
jtmkrvlmhthree58eightqbhlgppghc1,35881,3,1,31
fivefourlpk5jtvrk9eight7gfzksqrv,545987,5,7,57
tjrphpkhfgsix7eightwocj,6782,6,2,62
threethree85ghjsnhgrv2jv,33852,3,2,32
six64,664,6,4,64
3ptfzxjrtfsix,36,3,6,36
1583xpczlkvtwo,15832,1,2,12
twoglkpldjthree717,23717,2,7,27
six26three,6263,6,3,63
three5qc1gz,351,3,1,31
9tworgcbxfourrxgxzzbljcb5mxn,9245,9,5,95
838,838,8,8,88
four6zjdfd22kxpfhhgonefour7,4622147,4,7,47
seven132,7132,7,2,72
zmml5,5,5,5,55
twozzzgrhseven5,275,2,5,25
four8eight4fivefour,488454,4,4,44
g76nine4oneseven6eightwol,769417682,7,2,72
9kzlggh1ninefoursevenninelb2,9194792,9,2,92
three27kfmbdtpxncgpskvrq2,3272,3,2,32
onegsnxggjlvn1six,116,1,6,16
8fivevgtszhfl2zqsqpnmgdbkfour,8524,8,4,84
4fourtwo,442,4,2,42
mrllxmbfpqvpfzhghv8twotwo,822,8,2,82
3hjxpgkxpc91t3,3913,3,3,33
four24,424,4,4,44
six385hsxtfone,63851,6,1,61
8three9twotnpjkcdbrfive8,839258,8,8,88
nine94tpfcmnzsjk,994,9,4,94
sevensevennbch64six,77646,7,6,76
onefour99gcgvcfvfnzjtjzngc,1499,1,9,19
fivefivedqdt4,554,5,4,54
onefrnpc4onejgvtwo7six,141276,1,6,16
4568,4568,4,8,48
tfrmonerljgxsbghm87hmgzfvlcmgbsbqc43,18743,1,3,13
4kbxt9pqchtltg6sixjkzncffrpsixtzdtbdg,49666,4,6,46
29pbpph,29,2,9,29
2szjrkkqvsix,26,2,6,26
six2twotwo1cfqzhjrlkbone4two,62221142,6,2,62
mdxmcknnmmnfzsbvh4,4,4,4,44
rzjnjrqjkmzmr4seight1two6,48126,4,6,46
onehpqvvlsnkhcqhczbllbcfl3six,136,1,6,16
nine655nine81,9655981,9,1,91
two76threefourtwo54,27634254,2,4,24
8nine91,8991,8,1,81
4threebspdskrp3,433,4,3,43
pktwonesx4sevensixfournine7,21476497,2,7,27
td2one4seven,2147,2,7,27
eightseveneightfivetwothmngvb9one,8785291,8,1,81
9pkdcbgfhrf8mjtjksvjlf2,982,9,2,92
374four9two2seven6,374492276,3,6,36
98eight2,9882,9,2,92
brmzpfgjone3,13,1,3,13
six4mdbthreezdgrktcdc5,6435,6,5,65
mfmvcqdjlvzmeight8,88,8,8,88
smklgfour2,42,4,2,42
j3nineeight,398,3,8,38
fh45peight9nine6,458996,4,6,46
two972fvkfzsfivefbgkktg,29725,2,5,25
three9kdzkeightqmxcslnvhthree,3983,3,3,33
ninekgjkdtcsrqgrmdtshsevenseven3four,97734,9,4,94
2nineninetwomlt,2992,2,2,22
jckvcvtwo7,27,2,7,27
348,348,3,8,38
cjzzxsix1hfqxxgdvphppxzvmqsv1xxxsqckhpbsix,6116,6,6,66
jcnlxlccrtpmqqmfour8dzrn8lrzq,488,4,8,48
7sevenzrcgtldkjbhjt,77,7,7,77
three55gtrnineztxsdcdcdb2,35592,3,2,32
sjnvr5,5,5,5,55
gvpcd4one2four2foursix8,41242468,4,8,48
mxskkrvdjkvpnine6834hsxsn2,968342,9,2,92
one5fivesix,1556,1,6,16
bfhbgfdkdftjtnhvgbr2zvmcmrpjs,2,2,2,22
threeeightmbjc5six,3856,3,6,36
8zcxflfkbtdtwotwo44six4cnrvvft,8224464,8,4,84
sevenzggv2mkjsl,72,7,2,72
sevenvx8one55zhkjcxbpdz,78155,7,5,75
zbxbftwo79leightsix2lgcmlpbpjz,279862,2,2,22
one6twoqrfoursixtwofive,1624625,1,5,15
111threethreetwonehf,1113321,1,1,11
72fninesseven,7297,7,7,77
gsrshxjfhr54jmsgnnninecvqdjtsevenfour,54974,5,4,54
m49z51,4951,4,1,41
2one27two,21272,2,2,22
four9rlhsbfour,494,4,4,44
eight8sevenoneightjtj,88718,8,8,88
pgv57nineeightxnblzsixxgjttbnzrqscb,57986,5,6,56
3sevennine35gfbqvq8seven,3793587,3,7,37
fivesix252one1nsix,56252116,5,6,56
3qzvttqnmjb4pshrrdzpm,34,3,4,34
nvmlzzxfksevenlvngntztwotwo9mhjrjrxnckchs,7229,7,9,79
seventwomzk699,72699,7,9,79
33svrghbnine8seven,33987,3,7,37
six48fourtwoeightphl,648428,6,8,68
7fivekcrsvzdvsix,756,7,6,76
8sixjtdrl446btjlmfzqlg,86446,8,6,86
g6sixjlsspqkthree,663,6,3,63
z2,2,2,2,22
sevenonec6xhddnxjzrn,716,7,6,76
one1bczmjxrnineonevjkbnine,11919,1,9,19
eightttltnkcllm8snhbqptsztzkdffkcdbsixcncvr7,8867,8,7,87
mnprx46jdttjtxrkhrninefvvphzthreethree,46933,4,3,43
3bjrvbmlpv6threefivehrkcv,3635,3,5,35
8hjkrlmg,8,8,8,88
lfrzztvtwomkgrtzvseven7,277,2,7,27
fcx2two,22,2,2,22
27hhbgl3x,273,2,3,23
mtveightwo3tcseventwox,82372,8,2,82
nine8four1five4,984154,9,4,94
six56qqvvtwo,6562,6,2,62
fivelhhcjhpfnsvtzmnxdlp3fivefour,5354,5,4,54
fourtsbq3six2,4362,4,2,42
71vcmtqgfpdkx2,712,7,2,72
fourfiveninetwo5,45925,4,5,45
qsfhrhkm4nvxdxzcnkcknvxjg2two,422,4,2,42
915dftd69foureight,9156948,9,8,98
qrhjdprpcbq3eight552kb5,385525,3,5,35
rsone7nckeight,178,1,8,18
3ninecmsvkmlk8b,398,3,8,38
fourfrdgbrdzsfvjg2fthpptfjgzjsnvsxcxgxgcgdcl,42,4,2,42
sevenkpshht4threemthmfbdp7,7437,7,7,77
sltzgqcqlvdbccvcbkzmmpsl957,957,9,7,97
75t3,753,7,3,73
4sevenkfourpxfkgkdpjccxpxrgsbmsrnxngd,474,4,4,44
2oneeight4mpndtnnone4onesix,21841416,2,6,26
six35sixfourfive2,6356452,6,2,62
81twokrqg,812,8,2,82
3dqcrlnzsnmhmzzxnsjsskchxqzvtfrdnkqg,3,3,3,33
17zzrcpnmshreight,178,1,8,18
gcvvczmldgh8mnsnpmjvdrpznine,89,8,9,89
oneeightjhmf9,189,1,9,19
1hlfour3three9,14339,1,9,19
skjc82gthree6,8236,8,6,86
eight9bszxphftdsixsixonesix,896616,8,6,86
five9xbfgzfh,59,5,9,59
6nineone,691,6,1,61
tgnqfiveeight8qnlj,588,5,8,58
28fxrpdmdjgdnine6rpjdxgd58,289658,2,8,28
gsxfivefourhgznkdhrtkn7nkt59,54759,5,9,59
6m2eightbzndjnfthree2fjkpsm,62832,6,2,62
9nine7one7rgsh,99717,9,7,97
xnrqcllskcrlxglbshvrseven3nvjlcngxnine,739,7,9,79
sevenpltgmq9csxz1four,7914,7,4,74
7threevbhfgnshtn5nine,7359,7,9,79
gdj9,9,9,9,99
five6two931txb8,5629318,5,8,58
fourtwoone2hcbzlggvfive,42125,4,5,45
7xlpjkrvbtq8qlgrqonetwo4bpxtcgjxv,78124,7,4,74
nnxhcrgplrtrskbjzdd8lfive2six12,852612,8,2,82
bqjdtwo98z,298,2,8,28
6ninerfqlbxpx,69,6,9,69
8seven642six,876426,8,6,86
eight54,854,8,4,84
5two9eighteight7hzkfdzg,529887,5,7,57
twofourninekhcztkhfour23xllcdb,249423,2,3,23
zmpdb7jffqt7nhnmdrqqvtwo2krltbfjjdd,7722,7,2,72
sixfourlxxshzfccgtzkdhjeightfourninehmrhqzfqld7,648497,6,7,67
mblx1ninekfjhfnjtt4nine,1949,1,9,19
seven7mhmkpqk,77,7,7,77
4rvzsftqscltzzj551,4551,4,1,41
8gkvgs5oneninethree3three,8519333,8,3,83
5ldfllvzkhkfive8,558,5,8,58
jjblh64five1gzvvgcbrhbvrqfhjqvkrqvff,6451,6,1,61
fourpqnpgjnclq7nine,479,4,9,49
eight4761,84761,8,1,81
nddmqzx2four,24,2,4,24
8nkgjkkhqztwoeight,828,8,8,88
hlqtbfrgsfbgnine5qdfzrsnmb77,9577,9,7,97
nineggdbpmhbmdnrfvpv5threefour3,95343,9,3,93
jm4,4,4,4,44
sixfkxfzvrkxv9seventwo8one,697281,6,1,61
threesix2oneoneightc,362118,3,8,38
7three3615qqdbzsxrdv2,7336152,7,2,72
